0.000000e+00	2.000000e+01	2.590627e-03	7.911930e-06	7.911930e-06
2.000000e+01	4.000000e+01	7.664805e-03	1.360987e-05	1.360987e-05
4.000000e+01	6.000000e+01	1.134704e-02	1.656123e-05	1.656123e-05
6.000000e+01	8.000000e+01	1.122871e-02	1.647660e-05	1.647660e-05
8.000000e+01	1.000000e+02	9.496443e-03	1.515437e-05	1.515437e-05
1.000000e+02	1.200000e+02	7.524531e-03	1.349022e-05	1.349022e-05
1.200000e+02	1.400000e+02	5.727368e-03	1.177013e-05	1.177013e-05
1.400000e+02	1.600000e+02	4.352817e-03	1.026152e-05	1.026152e-05
1.600000e+02	1.800000e+02	3.289819e-03	8.921322e-06	8.921322e-06
1.800000e+02	2.000000e+02	2.492007e-03	7.764734e-06	7.764734e-06
2.000000e+02	2.200000e+02	1.905501e-03	6.790154e-06	6.790154e-06
2.200000e+02	2.400000e+02	1.466067e-03	5.955998e-06	5.955998e-06
2.400000e+02	2.600000e+02	1.151522e-03	5.278842e-06	5.278842e-06
2.600000e+02	2.800000e+02	8.971156e-04	4.659641e-06	4.659641e-06
2.800000e+02	3.000000e+02	7.181944e-04	4.168714e-06	4.168714e-06
3.000000e+02	3.200000e+02	5.682825e-04	3.708510e-06	3.708510e-06
3.200000e+02	3.400000e+02	4.624354e-04	3.345869e-06	3.345869e-06
3.400000e+02	3.600000e+02	3.761668e-04	3.017691e-06	3.017691e-06
3.600000e+02	3.800000e+02	3.103950e-04	2.740845e-06	2.740845e-06
3.800000e+02	4.000000e+02	2.608798e-04	2.513235e-06	2.513235e-06
4.000000e+02	4.200000e+02	2.085202e-04	2.246578e-06	2.246578e-06
4.200000e+02	4.400000e+02	1.753716e-04	2.059973e-06	2.059973e-06
4.400000e+02	4.600000e+02	1.487026e-04	1.896941e-06	1.896941e-06
4.600000e+02	4.800000e+02	1.252966e-04	1.741690e-06	1.741690e-06
4.800000e+02	5.000000e+02	1.087691e-04	1.623036e-06	1.623036e-06
5.000000e+02	5.200000e+02	9.118078e-05	1.486297e-06	1.486297e-06
5.200000e+02	5.400000e+02	7.568243e-05	1.353822e-06	1.353822e-06
5.400000e+02	5.600000e+02	6.513764e-05	1.256548e-06	1.256548e-06
5.600000e+02	5.800000e+02	5.616792e-05	1.166011e-06	1.166011e-06
5.800000e+02	6.000000e+02	5.024682e-05	1.103559e-06	1.103559e-06
6.000000e+02	6.200000e+02	4.490124e-05	1.042167e-06	1.042167e-06
6.200000e+02	6.400000e+02	3.719615e-05	9.486027e-07	9.486027e-07
6.400000e+02	6.600000e+02	3.432604e-05	9.118932e-07	9.118932e-07
6.600000e+02	6.800000e+02	2.974196e-05	8.487805e-07	8.487805e-07
6.800000e+02	7.000000e+02	2.557658e-05	7.864387e-07	7.864387e-07
7.000000e+02	7.200000e+02	2.266356e-05	7.403405e-07	7.403405e-07
7.200000e+02	7.400000e+02	2.022149e-05	7.002725e-07	7.002725e-07
7.400000e+02	7.600000e+02	1.834125e-05	6.662948e-07	6.662948e-07
7.600000e+02	7.800000e+02	1.625285e-05	6.273922e-07	6.273922e-07
7.800000e+02	8.000000e+02	1.438994e-05	5.900880e-07	5.900880e-07
8.000000e+02	8.200000e+02	1.221257e-05	5.436602e-07	5.436602e-07
8.200000e+02	8.400000e+02	1.111894e-05	5.191046e-07	5.191046e-07
8.400000e+02	8.600000e+02	1.018388e-05	4.969643e-07	4.969643e-07
8.600000e+02	8.800000e+02	8.733371e-06	4.599703e-07	4.599703e-07
8.800000e+02	9.000000e+02	8.550605e-06	4.548682e-07	4.548682e-07
9.000000e+02	9.200000e+02	7.231989e-06	4.183160e-07	4.183160e-07
9.200000e+02	9.400000e+02	7.248768e-06	4.189853e-07	4.189853e-07
9.400000e+02	9.600000e+02	6.413182e-06	3.942300e-07	3.942300e-07
9.600000e+02	9.800000e+02	6.710040e-06	4.031514e-07	4.031514e-07
9.800000e+02	1.000000e+03	4.832512e-06	3.421001e-07	3.421001e-07
